City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Mogzon,RU,51.7435,111.9606,49.78,67,0,4.25,clear sky
457,Kenai,US,60.5544,-151.2583,53.1,87,100,19.48,overcast clouds
458,Aksu,CN,41.1231,80.2644,83.73,39,12,3.04,few clouds
459,Mandal,IN,25.45,74.5667,85.59,69,99,6.98,overcast clouds
460,Dimitrovgrad,RU,54.2139,49.6184,80.17,52,94,6.42,overcast clouds
461,Oistins,BB,13.0667,-59.5333,86.09,74,40,18.41,scattered clouds
462,Puerto Colombia,CO,10.9878,-74.9547,84.29,73,21,6.13,few clouds
463,Pedernales,DO,18.0384,-71.744,87.75,55,11,3.76,few clouds
464,Pundaguitan,PH,6.3711,126.1689,82.04,72,95,3.69,overcast clouds
465,Wanning,CN,18.8003,110.3967,78.58,92,100,10.07,overcast clouds
466,Lamar,US,33.6668,-95.5836,84.63,69,100,8.93,overcast clouds
467,Kampene,CD,-3.6,26.6667,95.83,18,51,0.76,broken clouds
468,Berndorf,AT,47.9457,16.1097,84.47,39,40,9.22,scattered clouds
469,Sal Rei,CV,16.1833,-22.9167,82.6,74,75,6.91,broken clouds
470,Itiuba,BR,-10.6917,-39.8536,81.91,32,10,8.1,clear sky
471,Klaksvik,FO,62.2266,-6.589,54.52,94,100,29.68,moderate rain
472,Dubbo,AU,-32.25,148.6167,42.93,87,6,9.22,clear sky
473,Pozo Colorado,PY,-23.4923,-58.7972,64.96,47,5,13.27,clear sky
474,Yar-Sale,RU,66.8333,70.8333,64.11,50,100,9.84,overcast clouds
475,Parabel,RU,58.6978,81.4825,67.26,74,99,2.13,overcast clouds
476,Caramay,PH,10.1815,119.236,80.08,83,91,0.74,light rain
477,Shelbyville,US,35.4834,-86.4603,81.32,78,0,5.75,clear sky
478,Neftcala,AZ,39.3742,49.2472,83.07,52,2,13.98,clear sky
479,Darasun,RU,51.6667,114.0,51.71,64,14,3.91,few clouds
480,Bergen,NO,60.392,5.328,65.16,85,75,11.5,broken clouds
481,Fereydunshahr,IR,32.941,50.121,80.73,23,93,3.53,overcast clouds
482,Fallon,US,39.4735,-118.7774,68.92,83,94,2.55,overcast clouds
483,Ponta Pora,BR,-22.5361,-55.7256,53.51,100,100,18.41,mist
484,Padang,ID,-0.9492,100.3543,80.65,84,55,1.79,broken clouds
485,Puerto Leguizamo,CO,-0.1934,-74.7819,76.55,88,100,2.33,overcast clouds
486,Stornoway,GB,58.2093,-6.3865,60.76,88,75,24.16,broken clouds
487,Chara,RU,56.9064,118.2631,50.27,85,100,1.81,light rain
488,Amboasary,MG,-25.0333,46.3833,73.31,67,0,15.55,clear sky
489,Sola,VU,-13.8833,167.55,79.25,75,1,1.88,clear sky
490,Ures,MX,29.4333,-110.4,77.74,75,100,4.74,overcast clouds
491,Kambia,SL,9.1167,-12.9167,83.3,76,81,7.78,light rain
492,Flinders,AU,-34.5833,150.8552,54.18,81,90,5.99,overcast clouds
493,Ulladulla,AU,-35.35,150.4667,49.15,85,48,9.8,scattered clouds
494,Ouallam,NE,14.3188,2.0866,92.12,44,54,7.18,broken clouds
495,Quatre Cocos,MU,-20.2078,57.7625,69.91,77,61,22.26,light rain
496,Baker City,US,44.7749,-117.8344,78.19,30,99,3.98,overcast clouds
497,Manitowoc,US,44.0667,-87.8001,66.38,79,0,1.99,clear sky
498,Washington,US,47.5001,-120.5015,72.57,44,100,2.68,overcast clouds
499,Awbari,LY,26.5921,12.7805,101.77,11,0,5.86,clear sky
500,Lagoa,PT,39.05,-27.9833,72.54,79,11,7.54,light rain
501,Manzil Salim,TN,35.8567,8.4765,94.24,14,0,9.57,clear sky
502,Nobeoka,JP,32.5833,131.6667,79.77,91,99,3.67,overcast clouds
503,Turayf,SA,31.6725,38.6637,100.65,27,0,11.5,clear sky
504,Isangel,VU,-19.55,169.2667,72.72,86,60,10.11,broken clouds
505,Lasa,IT,46.6166,10.7002,83.7,34,6,2.77,clear sky
506,Lima,PE,-12.0432,-77.0282,58.89,86,100,8.05,overcast clouds
507,Sigli,ID,5.3848,95.9609,81.05,74,98,2.46,overcast clouds
508,Winsum,NL,53.33,6.5208,78.1,60,18,11.01,few clouds
509,Qazvin,IR,36.2797,50.0049,91.02,33,0,11.5,clear sky
510,Manyana,BW,-23.4,21.7167,78.55,7,0,6.44,clear sky
511,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,87.69,55,8,3.65,clear sky
512,Sault Sainte Marie,CA,46.5168,-84.3333,60.62,94,20,6.91,few clouds
513,Namatanai,PG,-3.6667,152.4333,78.55,82,87,3.36,overcast clouds
514,Tancanhuitz,MX,21.6,-98.9667,77.38,71,8,1.43,clear sky
515,Krasnoarmeyskoye,RU,52.7182,50.0322,83.82,43,82,11.27,broken clouds
516,Dudinka,RU,69.4058,86.1778,58.62,66,50,5.48,scattered clouds
517,Muroto,JP,33.2833,134.15,83.52,80,95,9.6,overcast clouds
518,Tommot,RU,58.9564,126.2925,53.26,97,100,7.72,light rain
519,Armilla,ES,37.141,-3.6185,99.14,23,0,9.22,clear sky
520,Katherine,AU,-14.4667,132.2667,66.52,48,31,3.44,scattered clouds
521,Bodden Town,KY,19.2833,-81.25,82.99,75,40,16.11,thunderstorm
522,Aksarka,RU,66.5606,67.7975,65.79,46,82,13.02,broken clouds
523,Puerto Ayacucho,VE,5.6639,-67.6236,80.8,81,91,4.32,overcast clouds
524,Sakakah,SA,29.9697,40.2064,110.77,13,0,3.58,clear sky
525,Tebingtinggi,ID,3.3285,99.1625,77.07,90,81,1.92,broken clouds
526,Puerto Boyaca,CO,5.9758,-74.5885,78.21,83,100,1.81,overcast clouds
527,Rawson,AR,-43.3002,-65.1023,45.28,52,100,8.95,overcast clouds
528,Waingapu,ID,-9.6567,120.2641,76.51,86,77,8.14,broken clouds
529,Miri,MY,4.4148,114.0089,75.34,100,40,4.61,scattered clouds
530,Poso,ID,-1.3959,120.7524,76.66,87,86,6.11,overcast clouds
531,Xinyu,CN,27.8043,114.9334,84.87,59,54,2.55,broken clouds
532,Marienburg,PL,54.0359,19.0266,73.04,43,74,9.55,broken clouds
533,Batemans Bay,AU,-35.7167,150.1833,44.46,91,16,6.02,few clouds
534,Doha,QA,25.2867,51.5333,102.18,47,75,11.5,broken clouds
535,Eyl,SO,7.9803,49.8164,84.67,56,100,28.1,overcast clouds
536,Tomatlan,MX,19.9333,-105.25,74.93,92,100,3.04,overcast clouds
537,Kalabo,ZM,-14.97,22.6814,89.82,7,0,8.63,clear sky
538,Vanavara,RU,60.34,102.2797,54.79,93,95,5.14,light rain
539,Sarangani,PH,5.4033,125.4636,79.77,78,98,0.85,overcast clouds
540,Sayyan,YE,15.1718,44.3244,73.83,38,100,11.1,overcast clouds
541,Zaysan,KZ,47.4667,84.8667,74.34,34,0,3.2,clear sky
542,Dutlwe,BW,-23.9833,23.9,77.59,11,0,3.44,clear sky
543,Lashio,MM,22.9333,97.75,70.29,96,66,2.19,broken clouds
544,Fukue,JP,32.6881,128.8419,83.25,82,100,8.86,overcast clouds
545,Hesla,IN,24.0667,85.8833,80.19,77,66,13.76,broken clouds
546,Kailua,US,21.4022,-157.7394,78.78,80,75,9.22,broken clouds
547,Hambantota,LK,6.1241,81.1185,84.54,70,20,9.22,few clouds
548,Scarborough,GB,54.2797,-0.4044,78.33,58,38,5.01,scattered clouds
549,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,58.14,75,100,10.49,overcast clouds
550,Hay River,CA,60.8156,-115.7999,52.34,80,8,2.57,clear sky
551,Labuhan,ID,-6.8844,112.2051,79.45,79,72,6.49,broken clouds
552,Bristol,US,41.8334,-71.1662,91.29,74,25,5.01,scattered clouds
553,Richards Bay,ZA,-28.783,32.0377,70.77,62,14,5.26,few clouds
554,Sur,OM,22.5667,59.5289,91.02,57,99,3.06,overcast clouds
555,Guipavas,FR,48.4352,-4.3972,80.65,49,20,18.41,few clouds
556,Berbera,SO,10.4396,45.0143,89.83,61,78,7.74,broken clouds
557,Dali,CN,25.7,100.1833,66.25,79,100,2.17,light rain
558,Cabatuan,PH,10.8794,122.486,76.55,91,99,2.44,overcast clouds
559,Ara,IN,25.5667,84.6667,87.69,55,92,18.14,overcast clouds
560,Suksun,RU,57.1431,57.3949,78.6,67,73,3.47,broken clouds
561,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,53.94,97,100,14.18,light rain
562,Varkaus,FI,62.3153,27.873,70.3,35,45,4.61,scattered clouds
563,Kushiro,JP,42.975,144.3747,68.61,99,100,5.06,light rain
564,Vite,IN,17.2833,74.55,69.91,91,100,23.15,light rain
565,Lazaro Cardenas,MX,17.9583,-102.2,79.29,83,77,5.14,broken clouds
566,Aberystwyth,GB,52.4155,-4.0829,80.71,63,35,6.29,scattered clouds
567,Shingu,JP,33.7333,135.9833,79.25,92,100,5.01,overcast clouds
568,Nagorsk,RU,59.3172,50.8078,71.29,76,88,2.21,moderate rain
569,Nurlat,RU,54.4277,50.8051,82.71,42,91,4.88,overcast clouds
570,Stillwater,US,36.1156,-97.0584,80.87,80,0,9.22,clear sky
571,Da Nang,VN,16.0678,108.2208,78.78,94,75,0.0,heavy intensity rain
572,Guaratuba,BR,-25.8828,-48.5747,63.05,97,100,7.58,heavy intensity rain
573,Meiktila,MM,20.8667,95.8667,76.08,85,5,10.04,clear sky
574,Kysyl-Syr,RU,63.8986,122.7617,57.65,82,61,6.87,broken clouds
575,Karpogory,RU,64.0019,44.4451,65.84,48,100,2.08,overcast clouds
576,Tongliao,CN,43.6125,122.2653,67.5,45,0,8.93,clear sky
577,Aguimes,ES,27.9054,-15.4461,76.66,61,20,32.21,few clouds
578,Kochubey,RU,44.3861,46.5825,87.06,30,14,14.43,few clouds
579,Zhezkazgan,KZ,47.8043,67.7144,73.27,35,98,14.65,overcast clouds
580,Havoysund,NO,70.9963,24.6622,55.63,86,100,30.94,overcast clouds
581,Sisimiut,GL,66.9395,-53.6735,39.92,90,100,3.56,overcast clouds
582,La Romana,DO,18.4273,-68.9728,88.7,50,18,16.46,few clouds
583,Shigony,RU,53.3875,48.6777,80.83,50,92,7.07,overcast clouds
584,Fethiye,TR,36.6217,29.1164,87.67,55,15,6.49,few clouds
585,Batagay-Alyta,RU,67.8006,130.4114,53.06,79,7,7.4,clear sky
586,Mahuva,IN,21.0914,71.7622,82.81,83,100,4.32,overcast clouds
587,Bubaque,GW,11.2833,-15.8333,80.31,80,90,9.4,light rain
588,Saint-Pierre,RE,-21.3393,55.4781,71.28,72,75,21.85,broken clouds
589,Leirvik,NO,59.7798,5.5005,66.61,77,75,4.61,broken clouds
590,Ejido,VE,8.5514,-71.2375,79.18,50,49,4.03,scattered clouds
591,Dingzhou,CN,38.5131,114.9956,66.15,96,96,4.47,overcast clouds
592,Barcelos,PT,41.5388,-8.6151,66.34,55,7,7.85,clear sky
593,Havre,FR,49.5833,0.3333,86.34,53,0,20.71,clear sky
594,Black River,JM,18.0264,-77.8487,88.41,57,94,4.43,overcast clouds
595,Vestmanna,FO,62.1564,-7.1664,52.72,100,100,0.0,moderate rain
596,Atikokan,CA,48.7555,-91.6216,73.76,47,0,14.05,clear sky
597,Itoman,JP,26.1247,127.6694,84.58,84,2,6.91,clear sky
598,Tokonou,GN,9.65,-9.7833,82.45,67,99,4.54,overcast clouds
599,Concepcion,CL,-36.827,-73.0498,48.0,76,0,6.91,clear sky
600,Rio Grande,BR,-32.035,-52.0986,59.11,71,100,18.07,overcast clouds
601,Palma Di Montechiaro,IT,37.1926,13.765,83.84,56,0,10.69,clear sky
602,Luohe,CN,33.5717,114.0353,68.61,94,64,8.9,broken clouds
603,Mayo,US,38.8876,-76.5119,90.46,73,0,4.61,clear sky
604,Corner Brook,CA,48.9667,-57.9484,55.56,98,100,5.61,overcast clouds
605,Tessalit,ML,20.1986,1.0114,102.85,23,63,12.28,broken clouds
606,Melfi,IT,40.9965,15.6514,82.96,68,71,7.63,broken clouds
607,Gamba,GA,-2.65,10.0,75.54,70,5,11.05,clear sky
608,Sioux Lookout,CA,50.1001,-91.917,71.67,68,40,12.66,scattered clouds
609,Taft,IR,31.7471,54.2088,103.95,12,20,6.91,few clouds
610,Nandyal,IN,15.4833,78.4833,79.47,70,100,14.92,overcast clouds
611,Kenitra,MA,34.261,-6.5802,79.56,62,7,12.5,clear sky
612,Coihaique,CL,-45.5752,-72.0662,46.35,66,75,4.61,broken clouds
613,Clyde River,CA,70.4692,-68.5914,46.63,71,20,26.46,few clouds
614,Champerico,GT,14.3,-91.9167,79.34,78,100,3.11,overcast clouds
615,Den Helder,NL,52.9599,4.7593,79.02,65,75,10.36,broken clouds
616,Fort-Shevchenko,KZ,44.5086,50.263,79.39,49,72,28.7,broken clouds
617,Pahrump,US,36.2083,-115.9839,83.44,44,51,1.99,broken clouds
618,Oranjemund,NA,-28.55,16.4333,59.05,77,2,10.54,clear sky
619,Manicore,BR,-5.8092,-61.3003,85.95,70,0,6.91,clear sky
620,Benidorm,ES,38.5382,-0.131,92.32,66,0,7.0,clear sky
621,Malakal,SS,9.5334,31.6605,78.26,88,100,4.5,light rain
622,Trairi,BR,-3.2778,-39.2689,86.74,53,6,14.72,clear sky
623,Rosetta,EG,31.4044,30.4164,82.2,67,0,11.79,clear sky
624,Singaraja,ID,-8.112,115.0882,78.62,82,37,5.66,scattered clouds
625,Khandbari,NP,27.3747,87.2039,75.04,95,76,1.43,broken clouds
626,Imbituba,BR,-28.24,-48.6703,63.86,99,100,11.14,overcast clouds
627,Alice Springs,AU,-23.7,133.8833,67.55,14,40,5.75,scattered clouds
628,Aberdeen,GB,57.1437,-2.0981,77.54,57,75,13.8,broken clouds
629,Brae,GB,60.3964,-1.353,59.02,91,100,25.57,overcast clouds
630,Komsomolskiy,UZ,40.4272,71.7189,90.32,25,11,6.91,few clouds
631,Prince Rupert,CA,54.3161,-130.3201,58.69,90,0,6.91,clear sky
632,Shatalovo,RU,54.334,32.4465,67.91,64,48,10.96,scattered clouds
633,Cazones,MX,20.7167,-97.3167,82.2,83,75,0.0,broken clouds
634,Paita,PE,-5.0892,-81.1144,66.58,74,35,10.16,scattered clouds
635,Leh,IN,34.1667,77.5833,71.24,36,97,6.76,overcast clouds
636,Kargasok,RU,59.0556,80.8572,69.28,67,84,2.19,broken clouds
637,Bayanday,RU,53.0661,105.5139,54.5,71,62,3.83,broken clouds
638,Lavrentiya,RU,65.5833,-171.0,40.3,81,98,9.24,overcast clouds
639,Avigliana,IT,45.0771,7.3986,90.46,39,20,5.75,few clouds
640,Normandin,CA,48.8333,-72.5321,66.33,63,16,4.61,few clouds
641,Vrangel,RU,42.7297,133.0839,67.87,87,0,5.66,clear sky
642,Vao,NC,-22.6667,167.4833,67.75,57,39,13.62,scattered clouds
643,Thinadhoo,MV,0.5333,72.9333,82.42,69,74,3.51,broken clouds
644,Kiruna,SE,67.8557,20.2251,59.92,63,40,10.36,scattered clouds
645,Alta Floresta,BR,-9.8756,-56.0861,93.02,52,0,5.75,clear sky
646,Valparaiso,CL,-33.0393,-71.6273,64.63,44,0,3.44,clear sky
647,Maralal,KE,1.0968,36.698,68.02,61,100,1.79,light rain
648,Calvinia,ZA,-31.4707,19.776,69.42,18,29,15.05,scattered clouds
649,Payakumbuh,ID,-0.2202,100.6308,70.34,98,43,3.22,scattered clouds
650,Conchas,BR,-23.0153,-48.0106,72.19,66,100,5.44,overcast clouds
651,La Asuncion,VE,11.0333,-63.8628,87.53,70,25,13.8,scattered clouds
652,San Blas,MX,21.5167,-105.2667,76.89,77,100,0.83,overcast clouds
653,Hvolsvollur,IS,63.7533,-20.2243,52.47,96,100,17.87,overcast clouds
654,Merauke,ID,-8.4667,140.3333,75.99,86,96,13.65,overcast clouds
655,Olinda,BR,-8.0089,-34.8553,82.13,61,40,12.66,scattered clouds
656,Dauphin,CA,51.1494,-100.0502,66.34,63,0,11.5,clear sky
657,Lakatoro,VU,-16.0999,167.4164,76.8,85,43,5.64,scattered clouds
658,Barranca,PE,-10.75,-77.7667,63.37,73,73,6.31,broken clouds
659,Kedrovyy,RU,56.1667,91.8167,57.87,68,94,3.09,overcast clouds
660,Solnechnyy,RU,50.7214,136.6319,52.75,87,73,4.14,broken clouds
661,Takoradi,GH,4.8845,-1.7554,77.14,75,100,12.86,overcast clouds
662,San Juan,AR,-31.5375,-68.5364,50.5,43,1,12.91,clear sky
663,Elliot Lake,CA,46.3834,-82.6331,66.04,48,0,3.67,clear sky
664,Belaya Gora,RU,68.5333,146.4167,58.44,79,100,8.34,overcast clouds
665,Savinka,RU,50.0785,47.0994,88.59,22,64,6.96,broken clouds
666,Avera,US,33.194,-82.5271,85.51,57,10,6.42,clear sky
667,Lanzhou,CN,36.0564,103.7922,83.35,56,100,7.72,overcast clouds
668,Angatuba,BR,-23.4897,-48.4128,64.76,85,100,3.0,overcast clouds
669,Tarakan,ID,3.3,117.6333,78.3,94,100,2.3,overcast clouds
670,Coahuayana,MX,18.7333,-103.6833,81.39,75,95,2.86,overcast clouds
671,Munteni,RO,45.9333,27.4333,89.28,26,73,12.82,broken clouds
672,Beloha,MG,-25.1667,45.05,68.54,78,0,16.2,clear sky
673,Almaznyy,RU,48.0448,40.045,90.9,17,0,10.83,clear sky
674,Sabzevar,IR,36.2126,57.6819,88.88,33,40,18.41,scattered clouds
675,Ishigaki,JP,24.3448,124.1572,82.53,89,20,2.3,few clouds
676,Yakeshi,CN,49.2833,120.7333,55.54,56,53,10.36,broken clouds
677,Palmas,BR,-10.2128,-48.3603,94.87,28,0,6.91,clear sky
678,Koson,UZ,39.0375,65.585,82.72,15,14,10.22,few clouds
679,Ayan,RU,56.45,138.1667,55.6,90,100,7.78,overcast clouds
680,Chumikan,RU,54.7183,135.315,53.04,97,100,4.34,overcast clouds
681,Hurzuf,UA,44.55,34.2833,82.56,51,62,14.41,broken clouds
682,Puerto Del Rosario,ES,28.5004,-13.8627,78.55,69,20,18.41,few clouds
683,Bosanska Dubica,BA,45.1767,16.8094,71.71,48,100,6.89,overcast clouds
684,Harper,LR,4.375,-7.7169,78.67,67,48,10.18,scattered clouds
